quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio,cd_ratio,cd_ratio_category,deposits_per_branch_crore,credit_per_branch_crore
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12,682.47,489.33,71.7,71.7,Moderate Deployment,56.87,40.78
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Urban,Commercial Branches,50,1811.82,1281.25,70.72,70.72,Moderate Deployment,36.24,25.62
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Urban,Specialized Credit Cells,24,2349.91,2228.53,94.83,94.83,Strained (High Credit Deployment),97.91,92.86
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Metropolitan,Commercial Branches,63,3336.32,3475.95,104.19,104.19,Strained (High Credit Deployment),52.96,55.17
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Metropolitan,Specialized Credit Cells,72,3735.86,3414.49,,91.4,Strained (High Credit Deployment),51.89,47.42
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Rural,Commercial Branches,4,357.34,276.16,77.28,77.28,Optimal Deployment,89.34,69.04
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Rural,Specialized Credit Cells,4,364.63,289.18,79.31,79.31,Optimal Deployment,91.16,72.3
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Semi-Urban,Commercial Branches,11,567.55,435.93,76.81,76.81,Optimal Deployment,51.6,39.63
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7,804.17,648.7,80.67,80.67,Optimal Deployment,114.88,92.67
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Urban,Commercial Branches,40,892.76,658.44,73.75,73.75,Moderate Deployment,22.32,16.46
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Urban,Specialized Credit Cells,15,1346.38,930.73,69.13,69.13,Moderate Deployment,89.76,62.05
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Metropolitan,Commercial Branches,39,2110.1,2024.24,95.93,95.93,Strained (High Credit Deployment),54.11,51.9
FY2018-Q2,North-Eastern,Assam,Jorhat,Private Sector Banks,Metropolitan,Specialized Credit Cells,57,3287.23,3402.57,103.51,103.51,Strained (High Credit Deployment),57.67,59.69
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Rural,Commercial Branches,1,7.15,5.4,75.57,75.52,Optimal Deployment,7.15,5.4
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Rural,Specialized Credit Cells,1,6.15,3.8,61.71,61.79,Moderate Deployment,6.15,3.8
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Semi-Urban,Commercial Branches,1,14.22,12.15,85.46,85.44,Strained (High Credit Deployment),14.22,12.15
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,15.73,10.39,,66.05,Moderate Deployment,15.73,10.39
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Urban,Commercial Branches,11,297.41,223.77,75.24,75.24,Optimal Deployment,27.04,20.34
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Urban,Specialized Credit Cells,7,390.67,329.78,84.41,84.41,Optimal Deployment,55.81,47.11
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Metropolitan,Commercial Branches,12,905.25,800.77,88.46,88.46,Strained (High Credit Deployment),75.44,66.73
FY2018-Q2,North-Eastern,Assam,Jorhat,Foreign Banks,Metropolitan,Specialized Credit Cells,12,1266.61,1164.38,,91.93,Strained (High Credit Deployment),105.55,97.03
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Rural,Commercial Branches,1,11.37,8.44,74.25,74.23,Moderate Deployment,11.37,8.44
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Rural,Specialized Credit Cells,1,59.95,43.57,72.67,72.68,Moderate Deployment,59.95,43.57
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Semi-Urban,Commercial Branches,2,137.71,105.51,76.62,76.62,Optimal Deployment,68.86,52.76
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,85.01,67.23,79.09,79.08,Optimal Deployment,85.01,67.23
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Urban,Commercial Branches,4,193.41,138.43,71.57,71.57,Moderate Deployment,48.35,34.61
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Urban,Specialized Credit Cells,2,257.26,210.47,81.81,81.81,Optimal Deployment,128.63,105.24
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Metropolitan,Commercial Branches,4,431.49,386.43,89.56,89.56,Strained (High Credit Deployment),107.87,96.61
FY2018-Q2,North-Eastern,Assam,Jorhat,Regional Rural Banks,Metropolitan,Specialized Credit Cells,8,549.83,529.8,96.36,96.36,Strained (High Credit Deployment),68.73,66.22
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Rural,Commercial Branches,6,386.22,300.65,77.84,77.84,Optimal Deployment,64.37,50.11
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Rural,Specialized Credit Cells,8,280.27,210.09,74.96,74.96,Moderate Deployment,35.03,26.26
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Semi-Urban,Commercial Branches,19,1146.02,815.21,71.13,71.13,Moderate Deployment,60.32,42.91
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Semi-Urban,Specialized Credit Cells,16,463.46,370.6,79.96,79.96,Optimal Deployment,28.97,23.16
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Urban,Commercial Branches,33,1037.63,862.38,83.11,83.11,Optimal Deployment,31.44,26.13
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Urban,Specialized Credit Cells,6,1039.53,835.26,80.35,80.35,Optimal Deployment,173.26,139.21
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Metropolitan,Commercial Branches,58,3403.44,3529.54,103.71,103.71,Strained (High Credit Deployment),58.68,60.85
FY2018-Q2,North-Eastern,Assam,Nagaon,Public Sector Banks,Metropolitan,Specialized Credit Cells,45,4832.42,4032.31,83.44,83.44,Optimal Deployment,107.39,89.61
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Rural,Commercial Branches,6,208.67,165.12,79.13,79.13,Optimal Deployment,34.78,27.52
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Rural,Specialized Credit Cells,3,405.48,277.45,68.43,68.43,Moderate Deployment,135.16,92.48
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Semi-Urban,Commercial Branches,17,849.23,651.96,76.77,76.77,Optimal Deployment,49.95,38.35
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7,752.89,532.78,70.76,70.76,Moderate Deployment,107.56,76.11
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Urban,Commercial Branches,24,2078.03,1614.33,77.69,77.69,Optimal Deployment,86.58,67.26
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Urban,Specialized Credit Cells,15,1200.91,930.56,77.49,77.49,Optimal Deployment,80.06,62.04
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Metropolitan,Commercial Branches,54,2804.34,2343.89,83.58,83.58,Optimal Deployment,51.93,43.41
FY2018-Q2,North-Eastern,Assam,Nagaon,Private Sector Banks,Metropolitan,Specialized Credit Cells,54,1398.48,1348.62,96.43,96.43,Strained (High Credit Deployment),25.9,24.97
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Rural,Commercial Branches,1,7.27,6.21,85.37,85.42,Strained (High Credit Deployment),7.27,6.21
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.77,75.41,75.4,Optimal Deployment,5.0,3.77
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Semi-Urban,Commercial Branches,1,13.9,8.6,61.84,61.87,Moderate Deployment,13.9,8.6
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,13.35,10.57,79.2,79.18,Optimal Deployment,13.35,10.57
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Urban,Commercial Branches,5,89.48,73.8,,82.48,Optimal Deployment,17.9,14.76
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Urban,Specialized Credit Cells,7,515.34,291.1,,56.49,Under-deployed (Surplus Liquidity),73.62,41.59
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Metropolitan,Commercial Branches,13,160.76,134.99,83.97,83.97,Optimal Deployment,12.37,10.38
FY2018-Q2,North-Eastern,Assam,Nagaon,Foreign Banks,Metropolitan,Specialized Credit Cells,10,1018.75,964.71,94.7,94.7,Strained (High Credit Deployment),101.88,96.47
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Rural,Commercial Branches,1,64.17,54.64,85.15,85.15,Strained (High Credit Deployment),64.17,54.64
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Rural,Specialized Credit Cells,1,64.93,50.27,77.43,77.42,Optimal Deployment,64.93,50.27
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Semi-Urban,Commercial Branches,1,185.64,142.16,76.58,76.58,Optimal Deployment,185.64,142.16
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,101.81,75.3,73.96,73.96,Moderate Deployment,101.81,75.3
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Urban,Commercial Branches,2,139.51,110.24,79.02,79.02,Optimal Deployment,69.76,55.12
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Urban,Specialized Credit Cells,5,188.42,139.3,73.93,73.93,Moderate Deployment,37.68,27.86
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Metropolitan,Commercial Branches,7,542.27,521.93,96.25,96.25,Strained (High Credit Deployment),77.47,74.56
FY2018-Q2,North-Eastern,Assam,Nagaon,Regional Rural Banks,Metropolitan,Specialized Credit Cells,5,521.96,432.73,82.9,82.9,Optimal Deployment,104.39,86.55
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Rural,Commercial Branches,3,267.76,211.53,79.0,79.0,Optimal Deployment,89.25,70.51
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Rural,Specialized Credit Cells,6,464.05,351.84,75.82,75.82,Optimal Deployment,77.34,58.64
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Semi-Urban,Commercial Branches,7,777.91,633.62,81.45,81.45,Optimal Deployment,111.13,90.52
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12,307.86,224.17,,72.82,Moderate Deployment,25.66,18.68
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Urban,Commercial Branches,28,2416.64,2023.01,83.71,83.71,Optimal Deployment,86.31,72.25
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Urban,Specialized Credit Cells,19,981.46,706.72,72.01,72.01,Moderate Deployment,51.66,37.2
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Metropolitan,Commercial Branches,63,3868.1,3499.44,90.47,90.47,Strained (High Credit Deployment),61.4,55.55
FY2018-Q2,Eastern,Jharkhand,Ranchi,Public Sector Banks,Metropolitan,Specialized Credit Cells,54,3709.4,3087.02,83.22,83.22,Optimal Deployment,68.69,57.17
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Rural,Commercial Branches,4,394.94,299.9,75.93,75.94,Optimal Deployment,98.74,74.97
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Rural,Specialized Credit Cells,2,275.46,219.96,79.85,79.85,Optimal Deployment,137.73,109.98
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Semi-Urban,Commercial Branches,6,705.44,552.46,78.31,78.31,Optimal Deployment,117.57,92.08
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11,667.03,485.04,72.72,72.72,Moderate Deployment,60.64,44.09
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Urban,Commercial Branches,10,1582.88,1301.92,82.25,82.25,Optimal Deployment,158.29,130.19
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Urban,Specialized Credit Cells,19,1139.04,836.94,73.48,73.48,Moderate Deployment,59.95,44.05
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Metropolitan,Commercial Branches,39,2755.59,2597.85,94.28,94.28,Strained (High Credit Deployment),70.66,66.61
FY2018-Q2,Eastern,Jharkhand,Ranchi,Private Sector Banks,Metropolitan,Specialized Credit Cells,28,2348.5,2122.64,90.38,90.38,Strained (High Credit Deployment),83.88,75.81
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Rural,Commercial Branches,1,5.0,3.46,69.1,69.2,Moderate Deployment,5.0,3.46
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.35,67.04,67.0,Moderate Deployment,5.0,3.35
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Semi-Urban,Commercial Branches,1,17.15,14.67,85.53,85.54,Strained (High Credit Deployment),17.15,14.67
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,23.64,18.34,77.57,77.58,Optimal Deployment,23.64,18.34
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Urban,Commercial Branches,4,513.72,410.72,79.95,79.95,Optimal Deployment,128.43,102.68
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Urban,Specialized Credit Cells,4,443.61,340.0,76.64,76.64,Optimal Deployment,110.9,85.0
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Metropolitan,Commercial Branches,16,1152.58,1200.7,104.18,104.17,Strained (High Credit Deployment),72.04,75.04
FY2018-Q2,Eastern,Jharkhand,Ranchi,Foreign Banks,Metropolitan,Specialized Credit Cells,14,925.45,814.09,87.97,87.97,Strained (High Credit Deployment),66.1,58.15
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Rural,Commercial Branches,1,46.46,37.8,81.36,81.36,Optimal Deployment,46.46,37.8
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Rural,Specialized Credit Cells,1,55.24,46.48,84.15,84.14,Optimal Deployment,55.24,46.48
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Semi-Urban,Commercial Branches,1,123.93,94.26,76.06,76.06,Optimal Deployment,123.93,94.26
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,76.98,61.66,80.09,80.1,Optimal Deployment,76.98,61.66
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Urban,Commercial Branches,3,259.72,208.95,80.45,80.45,Optimal Deployment,86.57,69.65
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Urban,Specialized Credit Cells,4,141.87,104.29,73.51,73.51,Moderate Deployment,35.47,26.07
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Metropolitan,Commercial Branches,3,496.81,422.96,85.13,85.14,Strained (High Credit Deployment),165.6,140.99
FY2018-Q2,Eastern,Jharkhand,Ranchi,Regional Rural Banks,Metropolitan,Specialized Credit Cells,8,277.65,255.06,91.86,91.86,Strained (High Credit Deployment),34.71,31.88
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Rural,Commercial Branches,5,473.93,347.94,73.42,73.42,Moderate Deployment,94.79,69.59
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Rural,Specialized Credit Cells,3,471.89,367.25,77.82,77.83,Optimal Deployment,157.3,122.42
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Semi-Urban,Commercial Branches,12,96.98,65.76,67.81,67.81,Moderate Deployment,8.08,5.48
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Semi-Urban,Specialized Credit Cells,8,624.81,526.99,84.34,84.34,Optimal Deployment,78.1,65.87
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Urban,Commercial Branches,22,2135.2,1778.39,83.29,83.29,Optimal Deployment,97.05,80.84
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Urban,Specialized Credit Cells,30,1041.79,779.95,74.87,74.87,Moderate Deployment,34.73,26.0
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Metropolitan,Commercial Branches,67,2836.08,2481.2,87.49,87.49,Strained (High Credit Deployment),42.33,37.03
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Public Sector Banks,Metropolitan,Specialized Credit Cells,13,4627.3,4329.21,93.56,93.56,Strained (High Credit Deployment),355.95,333.02
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Rural,Commercial Branches,4,258.2,213.61,82.73,82.73,Optimal Deployment,64.55,53.4
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Rural,Specialized Credit Cells,5,189.97,151.33,79.66,79.66,Optimal Deployment,37.99,30.27
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Semi-Urban,Commercial Branches,21,279.41,681.15,76.27,243.78,Strained (High Credit Deployment),13.31,32.44
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11,447.55,317.88,71.03,71.03,Moderate Deployment,40.69,28.9
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Urban,Commercial Branches,15,1018.76,772.57,75.83,75.83,Optimal Deployment,67.92,51.5
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Urban,Specialized Credit Cells,22,1744.67,1383.84,79.32,79.32,Optimal Deployment,79.3,62.9
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Metropolitan,Commercial Branches,36,2374.77,2152.43,90.64,90.64,Strained (High Credit Deployment),65.97,59.79
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Private Sector Banks,Metropolitan,Specialized Credit Cells,39,734.06,631.12,85.98,85.98,Strained (High Credit Deployment),18.82,16.18
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Rural,Commercial Branches,1,8.45,5.63,66.58,66.63,Moderate Deployment,8.45,5.63
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Rural,Specialized Credit Cells,1,9.56,7.11,74.34,74.37,Moderate Deployment,9.56,7.11
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Semi-Urban,Commercial Branches,1,9.62,7.64,79.45,79.42,Optimal Deployment,9.62,7.64
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,13.79,9.58,69.46,69.47,Moderate Deployment,13.79,9.58
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Urban,Commercial Branches,10,118.61,97.91,82.55,82.55,Optimal Deployment,11.86,9.79
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Urban,Specialized Credit Cells,5,161.95,131.26,81.05,81.05,Optimal Deployment,32.39,26.25
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Metropolitan,Commercial Branches,19,1235.74,1106.76,95.74,89.56,Strained (High Credit Deployment),65.04,58.25
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Foreign Banks,Metropolitan,Specialized Credit Cells,15,704.4,658.17,93.44,93.44,Strained (High Credit Deployment),46.96,43.88
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Rural,Commercial Branches,1,53.67,42.13,78.5,78.5,Optimal Deployment,53.67,42.13
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Rural,Specialized Credit Cells,1,13.31,10.14,,76.18,Optimal Deployment,13.31,10.14
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Semi-Urban,Commercial Branches,2,62.21,48.59,78.1,78.11,Optimal Deployment,31.1,24.3
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,130.77,90.11,68.91,68.91,Moderate Deployment,65.39,45.06
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Urban,Commercial Branches,3,130.1,92.96,71.45,71.45,Moderate Deployment,43.37,30.99
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Urban,Specialized Credit Cells,3,305.54,245.77,80.44,80.44,Optimal Deployment,101.85,81.92
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Metropolitan,Commercial Branches,9,428.44,405.03,94.54,94.54,Strained (High Credit Deployment),47.6,45.0
FY2018-Q2,Eastern,Jharkhand,East Singhbhum,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6,531.29,390.57,73.51,73.51,Moderate Deployment,88.55,65.1
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Rural,Commercial Branches,6,377.4,276.58,73.29,73.29,Moderate Deployment,62.9,46.1
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Rural,Specialized Credit Cells,7,516.12,373.7,72.41,72.41,Moderate Deployment,73.73,53.39
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Semi-Urban,Commercial Branches,17,832.68,675.1,81.08,81.08,Optimal Deployment,48.98,39.71
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Semi-Urban,Specialized Credit Cells,23,980.97,726.75,74.08,74.08,Moderate Deployment,42.65,31.6
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Urban,Commercial Branches,17,1917.64,1448.88,75.56,75.56,Optimal Deployment,112.8,85.23
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Urban,Specialized Credit Cells,17,1774.54,1352.75,76.23,76.23,Optimal Deployment,104.38,79.57
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Metropolitan,Commercial Branches,45,1650.13,1492.96,90.48,90.48,Strained (High Credit Deployment),36.67,33.18
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Public Sector Banks,Metropolitan,Specialized Credit Cells,72,3824.61,3943.17,103.1,103.1,Strained (High Credit Deployment),53.12,54.77
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Private Sector Banks,Rural,Commercial Branches,3,289.1,241.42,83.51,83.51,Optimal Deployment,96.37,80.47
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Private Sector Banks,Rural,Specialized Credit Cells,2,241.95,200.12,82.71,82.71,Optimal Deployment,120.98,100.06
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Private Sector Banks,Semi-Urban,Commercial Branches,15,1086.27,705.82,64.98,64.98,Moderate Deployment,72.42,47.05
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Private Sector Banks,Semi-Urban,Specialized Credit Cells,9,474.24,357.56,75.4,75.4,Optimal Deployment,52.69,39.73
FY2018-Q2,Eastern,Jharkhand,Dhanbad,Private Sector Banks,Urban,Commercial Branches,22,490.09,349.83,,71.38,Moderate Deployment,22.28,15.9
