quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Rural,Commercial Branches,1.0,11.18,8.22,73.51
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Rural,Specialized Credit Cells,1.0,8.24,6.6,80.1
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Semi-Urban,Commercial Branches,1.0,27.75,18.9,68.11
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,25.24,18.54,73.45
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Urban,Commercial Branches,3.0,732.84,563.21,76.85
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Urban,Specialized Credit Cells,8.0,462.41,435.6,
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Metropolitan,Commercial Branches,13.0,679.71,636.72,93.68
FY2022-Q4,Eastern,Odisha,Ganjam,Foreign Banks,Metropolitan,Specialized Credit Cells,10.0,1513.26,1305.83,86.29
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Rural,Commercial Branches,1.0,67.4,50.74,75.27
FY2022-Q4,Eastern,ODISHA ,Ganjam,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,75.87,58.98,77.74
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,182.23,133.02,73.0
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,121.51,100.69,82.87
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Urban,Commercial Branches,2.0,453.39,318.72,
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,538.83,366.05,67.93
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,934.26,817.04,87.45
FY2022-Q4,Eastern,Odisha,Ganjam,Regional Rural Banks,Metropolitan,Specialized Credit Cells,2.0,856.08,828.08,96.73
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Rural,Commercial Branches,7.0,500.0,354.71,70.94
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Rural,Specialized Credit Cells,3.0,418.92,298.27,71.2
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Semi-Urban,Commercial Branches,23.0,1572.21,1183.12,75.25
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Semi-Urban,Specialized Credit Cells,13.0,865.67,684.89,79.12
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Urban,Commercial Branches,13.0,4326.22,2927.8,67.68
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Urban,Specialized Credit Cells,11.0,1127.41,871.61,
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Metropolitan,Commercial Branches,67.0,8039.36,6665.0,82.9
FY2022-Q4,Eastern,Odisha,Sambalpur,Public Sector Banks,Metropolitan,Specialized Credit Cells,58.0,8059.13,7504.44,
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Rural,Commercial Branches,7.0,286.59,245.37,85.62
FY2022-Q4,Eastern,Odisha,SAMBALPUR,Private Sector Banks,Rural,Specialized Credit Cells,6.0,448.33,281.49,62.79
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Semi-Urban,Commercial Branches,5.0,537.34,329.24,61.27
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8.0,1236.42,906.73,73.33
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Urban,Commercial Branches,35.0,1457.17,1116.23,76.6
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Urban,Specialized Credit Cells,36.0,2657.68,2222.17,83.61
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Metropolitan,Commercial Branches,39.0,5152.22,4624.01,
FY2022-Q4,Eastern,Odisha,Sambalpur,Private Sector Banks,Metropolitan,Specialized Credit Cells,39.0,3170.16,2745.21,86.6
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Rural,Commercial Branches,1.0,12.95,9.3,71.84
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Rural,Specialized Credit Cells,1.0,6.63,5.32,80.31
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Semi-Urban,Commercial Branches,1.0,15.62,12.32,78.89
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,16.09,10.33,64.18
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Urban,Commercial Branches,5.0,908.22,712.23,78.42
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Urban,Specialized Credit Cells,8.0,583.53,393.63,67.46
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Metropolitan,Commercial Branches,9.0,1470.19,1407.45,95.73
FY2022-Q4,Eastern,Odisha,Sambalpur,Foreign Banks,Metropolitan,Specialized Credit Cells,16.0,1723.16,1634.56,94.86
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Rural,Commercial Branches,1.0,101.31,76.36,75.37
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,48.37,39.01,80.65
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,139.3,112.33,80.64
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,90.68,69.3,76.43
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Urban,Commercial Branches,1.0,421.48,293.27,69.58
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,337.05,244.63,72.58
FY2022-Q4,Eastern,ODISHA ,Sambalpur,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,850.25,646.03,75.98
FY2022-Q4,Eastern,Odisha,Sambalpur,Regional Rural Banks,Metropolitan,Specialized Credit Cells,8.0,679.06,539.28,79.41
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Rural,Commercial Branches,7.0,437.02,318.79,72.95
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Rural,Specialized Credit Cells,5.0,647.91,520.46,80.33
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,983.29,748.94,76.17
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1008.67,757.03,75.05
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Urban,Commercial Branches,24.0,2298.83,1843.9,80.21
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Urban,Specialized Credit Cells,35.0,3007.79,2174.47,72.29
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Public Sector Banks,Metropolitan,Commercial Branches,31.0,3690.11,3605.06,97.7
FY2022-Q4,Southern,Andhra Pradesh,VISAKHAPATNAM,Public Sector Banks,Metropolitan,Specialized Credit Cells,40.0,5412.41,4852.11,89.65
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Private Sector Banks,Rural,Commercial Branches,4.0,527.61,424.38,80.44
FY2022-Q4,Southern,Andhra Pradesh,VISAKHAPATNAM,Private Sector Banks,Rural,Specialized Credit Cells,6.0,454.46,368.25,81.03
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Private Sector Banks,Semi-Urban,Commercial Branches,7.0,1017.51,864.51,84.96
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Private Sector Banks,Semi-Urban,Specialized Credit Cells,9.0,1296.15,1157.17,89.28
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Private Sector Banks,Urban,Commercial Branches,24.0,2945.81,2030.58,68.93
FY2022-Q4,Southern,ANDHRA PRADESH ,Visakhapatnam,Private Sector Banks,Urban,Specialized Credit Cells,24.0,2219.12,1753.57,79.02
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Private Sector Banks,Metropolitan,Commercial Branches,57.0,6343.9,5991.0,94.44
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Private Sector Banks,Metropolitan,Specialized Credit Cells,,4045.63,3756.06,92.84
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Foreign Banks,Rural,Commercial Branches,1.0,8.68,7.37,84.87
FY2022-Q4,Southern,  andhra pradesh,Visakhapatnam,Foreign Banks,Rural,Specialized Credit Cells,1.0,10.65,7.19,67.52
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Foreign Banks,Semi-Urban,Commercial Branches,1.0,27.92,21.98,
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,15.37,12.29,79.97
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Foreign Banks,Urban,Commercial Branches,7.0,365.68,232.57,63.6
FY2022-Q4,Southern,  andhra pradesh,Visakhapatnam,Foreign Banks,Urban,Specialized Credit Cells,9.0,806.71,669.15,82.95
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Foreign Banks,Metropolitan,Commercial Branches,14.0,1315.76,1340.85,101.91
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Foreign Banks,Metropolitan,Specialized Credit Cells,12.0,2122.39,2003.79,94.41
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Rural,Commercial Branches,1.0,68.01,57.89,85.12
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Rural,Specialized Credit Cells,,77.19,51.51,66.74
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,133.59,111.27,83.29
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,240.42,205.39,85.43
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Urban,Commercial Branches,3.0,339.05,254.64,75.1
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,407.45,285.44,
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Metropolitan,Commercial Branches,3.0,406.57,369.76,90.95
FY2022-Q4,Southern,Andhra Pradesh,Visakhapatnam,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6.0,828.88,831.34,100.3
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Rural,Commercial Branches,6.0,661.7,470.59,71.12
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Rural,Specialized Credit Cells,5.0,716.8,547.47,76.38
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Semi-Urban,Commercial Branches,15.0,1311.83,1003.99,76.53
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Semi-Urban,Specialized Credit Cells,13.0,718.71,544.27,75.73
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Urban,Commercial Branches,26.0,2442.89,1667.55,68.26
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Urban,Specialized Credit Cells,22.0,2667.16,2159.41,80.96
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Metropolitan,Commercial Branches,63.0,4791.68,4635.2,96.73
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Public Sector Banks,Metropolitan,Specialized Credit Cells,63.0,3032.96,2418.56,79.74
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Rural,Commercial Branches,4.0,414.24,327.86,79.15
FY2022-Q4,Southern,  andhra pradesh,Vijayawada,Private Sector Banks,Rural,Specialized Credit Cells,6.0,475.89,325.28,68.35
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Semi-Urban,Commercial Branches,14.0,1423.02,1097.5,77.12
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Semi-Urban,Specialized Credit Cells,16.0,1634.47,1280.45,78.34
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Urban,Commercial Branches,29.0,,1776.19,78.05
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Urban,Specialized Credit Cells,12.0,2536.7,2028.99,
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Metropolitan,Commercial Branches,57.0,5377.13,4688.6,87.2
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Private Sector Banks,Metropolitan,Specialized Credit Cells,28.0,5255.92,4663.01,88.72
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Rural,Commercial Branches,1.0,13.81,10.58,76.63
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Rural,Specialized Credit Cells,1.0,8.62,6.29,72.96
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Semi-Urban,Commercial Branches,1.0,38.62,28.47,73.73
FY2022-Q4,Southern,ANDHRA PRADESH ,Vijayawada,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,29.98,25.62,85.46
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Urban,Commercial Branches,7.0,773.17,601.82,77.84
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Urban,Specialized Credit Cells,8.0,378.78,270.64,71.45
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Metropolitan,Commercial Branches,12.0,2063.74,1925.66,93.31
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Foreign Banks,Metropolitan,Specialized Credit Cells,18.0,1432.44,1276.34,
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Regional Rural Banks,Rural,Commercial Branches,1.0,70.33,45.99,65.39
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,65.99,52.69,79.84
FY2022-Q4,Southern,Andhra Pradesh,VIJAYAWADA,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,290.33,214.03,73.72
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,206.58,136.48,66.07
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Regional Rural Banks,Urban,Commercial Branches,2.0,337.67,260.67,77.2
FY2022-Q4,Southern,Andhra Pradesh,Vijayawada,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,385.68,292.9,75.94
FY2022-Q4,Southern,ANDHRA PRADESH ,Vijayawada,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,484.37,401.22,
FY2022-Q4,Southern,ANDHRA PRADESH ,Vijayawada,Regional Rural Banks,Metropolitan,Specialized Credit Cells,3.0,897.18,861.01,95.97
FY2022-Q4,Southern,Andhra Pradesh,GUNTUR,Public Sector Banks,Rural,Commercial Branches,9.0,735.76,515.39,70.05
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Public Sector Banks,Rural,Specialized Credit Cells,6.0,720.96,579.53,80.38
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Public Sector Banks,Semi-Urban,Commercial Branches,5.0,960.26,747.09,77.8
FY2022-Q4,Southern,  andhra pradesh,Guntur,Public Sector Banks,Semi-Urban,Specialized Credit Cells,11.0,1333.46,927.81,69.58
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Public Sector Banks,Urban,Commercial Branches,26.0,2582.82,1743.25,67.49
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Public Sector Banks,Urban,Specialized Credit Cells,28.0,2157.3,1644.92,76.25
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Public Sector Banks,Metropolitan,Commercial Branches,45.0,5015.24,4845.12,96.61
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,8302.4,7537.13,90.78
FY2022-Q4,Southern,Andhra Pradesh,GUNTUR,Private Sector Banks,Rural,Commercial Branches,6.0,468.42,341.54,72.91
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Private Sector Banks,Rural,Specialized Credit Cells,2.0,659.79,497.98,75.48
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Private Sector Banks,Semi-Urban,Commercial Branches,5.0,1240.07,1013.16,81.7
FY2022-Q4,Southern,  andhra pradesh,Guntur,Private Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,961.08,762.72,79.36
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Private Sector Banks,Urban,Commercial Branches,21.0,1888.09,1417.22,75.06
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Private Sector Banks,Urban,Specialized Credit Cells,19.0,1894.54,1451.2,76.6
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Private Sector Banks,Metropolitan,Commercial Branches,43.0,5329.6,4978.99,93.42
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Private Sector Banks,Metropolitan,Specialized Credit Cells,46.0,6978.81,5353.7,76.71
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Rural,Commercial Branches,1.0,5.0,3.52,70.48
FY2022-Q4,Southern,Andhra Pradesh,GUNTUR,Foreign Banks,Rural,Specialized Credit Cells,1.0,10.12,8.28,81.85
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Semi-Urban,Commercial Branches,1.0,15.71,11.41,72.63
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,19.9,,61.42
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Urban,Commercial Branches,11.0,815.21,615.96,75.56
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Urban,Specialized Credit Cells,6.0,648.94,487.48,75.12
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Metropolitan,Commercial Branches,16.0,1906.18,1823.68,95.67
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Foreign Banks,Metropolitan,Specialized Credit Cells,6.0,1079.07,946.11,87.68
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Rural,Commercial Branches,1.0,70.2,,83.92
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,115.92,84.84,73.19
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,193.92,148.6,76.63
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,128.96,99.71,
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Urban,Commercial Branches,4.0,305.95,234.62,76.69
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,218.97,154.32,70.48
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Metropolitan,Commercial Branches,9.0,530.51,499.94,94.24
FY2022-Q4,Southern,Andhra Pradesh,Guntur,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9.0,381.72,376.44,98.62
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Rural,Commercial Branches,5.0,670.83,508.36,75.78
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Rural,Specialized Credit Cells,4.0,587.35,425.43,72.43
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Semi-Urban,Commercial Branches,16.0,1294.69,981.11,75.78
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Semi-Urban,Specialized Credit Cells,14.0,1820.81,1625.84,89.29
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Urban,Commercial Branches,24.0,2487.35,2338.62,94.02
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Urban,Specialized Credit Cells,30.0,2302.24,1728.37,75.07
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Metropolitan,Commercial Branches,22.0,3082.12,2847.79,92.4
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,7304.51,6686.95,91.55
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Rural,Commercial Branches,4.0,512.94,384.32,74.92
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Rural,Specialized Credit Cells,4.0,325.05,256.27,78.84
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Semi-Urban,Commercial Branches,8.0,922.85,650.22,70.46
FY2022-Q4,Southern,ANDHRA PRADESH ,Nellore,Private Sector Banks,Semi-Urban,Specialized Credit Cells,12.0,619.22,476.26,76.91
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Urban,Commercial Branches,21.0,2148.18,1552.82,72.29
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Urban,Specialized Credit Cells,22.0,3401.7,2835.4,83.35
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Metropolitan,Commercial Branches,43.0,2843.93,2770.24,97.41
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Private Sector Banks,Metropolitan,Specialized Credit Cells,28.0,2570.1,2346.89,91.32
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Rural,Commercial Branches,1.0,11.33,9.84,86.84
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Rural,Specialized Credit Cells,1.0,9.36,7.56,80.79
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Semi-Urban,Commercial Branches,1.0,23.11,16.0,69.24
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,20.96,16.49,78.68
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Urban,Commercial Branches,12.0,1219.26,912.82,74.87
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Urban,Specialized Credit Cells,5.0,667.56,476.27,71.35
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Metropolitan,Commercial Branches,15.0,1274.22,1029.11,80.76
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Foreign Banks,Metropolitan,Specialized Credit Cells,20.0,1569.18,1371.73,87.42
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Rural,Commercial Branches,1.0,85.69,71.87,83.87
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Rural,Specialized Credit Cells,,106.1,85.57,80.65
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,181.98,117.49,64.56
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,84.34,59.99,71.13
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Urban,Commercial Branches,2.0,323.95,246.63,76.13
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,374.95,273.62,72.98
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Metropolitan,Commercial Branches,5.0,736.04,719.76,97.79
FY2022-Q4,Southern,Andhra Pradesh,Nellore,Regional Rural Banks,Metropolitan,Specialized Credit Cells,3.0,,586.53,92.9
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Rural,Commercial Branches,4.0,346.91,259.24,74.73
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Rural,Specialized Credit Cells,3.0,310.39,204.0,65.72
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Semi-Urban,Commercial Branches,15.0,907.0,613.79,67.67
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Semi-Urban,Specialized Credit Cells,17.0,1625.88,1337.85,82.28
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Urban,Commercial Branches,30.0,3221.46,2233.0,69.32
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Urban,Specialized Credit Cells,39.0,2980.56,2030.76,68.13
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Metropolitan,Commercial Branches,49.0,4338.85,4331.71,99.84
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Public Sector Banks,Metropolitan,Specialized Credit Cells,49.0,5192.51,4589.8,88.39
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Rural,Commercial Branches,8.0,431.7,385.1,89.21
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Rural,Specialized Credit Cells,4.0,599.76,395.16,65.89
FY2022-Q4,Southern,Andhra Pradesh,KURNOOL,Private Sector Banks,Semi-Urban,Commercial Branches,14.0,1290.88,1127.98,87.38
FY2022-Q4,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7.0,1855.41,1357.09,73.14
